Agente,1006,Conexão ,172,Tipo de ligação,Descrição,Ano,Tipo do agente,Tipo de ligação predominante
Transparência Brasil,1,Associação Contas Abertas,,Parceria em projeto,"Atuação conjunta como amicus curiae em uma das ações que questionavam, no STF, a constitucionalidade das emendas de relator (ADPF 854).","2021, 2022",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Instituto Não Aceito Corrupção (INAC),,Parceria em projeto,"Atuação conjunta para pautar a opinião pública a respeito do julgamento, pelo STF, da retroatividade da nova Lei de Improbidade Administrativa.",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Rede Advocacy Colaborativo (RAC),,Parceria em projeto,"Atuação conjunta para apresentação de 11 propostas de emendas aotexto proposto pelo governo federal, focadas em cobrir as lacunas em obrigações de transparência das tratativas entre o setor público e o setor privado.","2019, 2020, 2021, 2022",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Coalizão Direitos na Rede (CDR),,Membro,Debate da criação de um marco legal para uso de Inteligência Artificial para o Brasil,"2020, 2022",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Transparência Brasil,1,Agência AlmapBBDO,,Parceria em projeto,"Campanha ""Os Ilusíadas""",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Comitê de Governança da Estratégia Brasileira de Inteligência Artificial (EBIA),1,Membro,"organizações da sociedade civil do Comitê  que norteia ações de  desenvolvimento e uso de IA com base em princípios éticos, coordenando o Eixo 9, de Segurança Pública. ",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Transparência Brasil,1,Rede Liberdade,,Parceria em projeto,Juntamente propuseram uma ação civil pública para suspender a aplicação da inviolabilidade profissional do advogado a pareceres jurídicos produzidos pela Advocacia-Geral da União (AGU) e pelas consultorias jurídicas do Executivo federal para embasar sanções e vetos presidenciais a projetos de lei. ,2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Transparência Partidária,,Parceria em projeto,"Protocolaram  um pedido para atuar como amicus curiae em ação que questiona, no STF, a prática conhecida  como “Orçamento Secreto”.","2020, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Transparência Internacional - Brasil,,Parceria em projeto,"Protocolaram  um pedido para atuar como amicus curiae em ação que questiona, no STF, a prática conhecida  como “Orçamento Secreto”.; Campanha Caixa criada, criada para promover o pedido de informação por informações consolidadas e confiáveis sobre a vacinação contra a covid-19",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Fundação Tide Setubal,,Parceria em projeto,"Fizeram o relatório “Professores e territórios”, que identificou uma enorme disparidade salarial nas escolas públicas da capital paulista.",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Agenda Pública,,Parceria em projeto,Em ofício assinado para cobrar informações sobre as ações planejadas pelo órgão para apurar eventuais irregularidades e a ampliação da transparência sobre as emendas do relator.,2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Instituto Ethos,,Parceria em projeto,Em ofício assinado para cobrar informações sobre as ações planejadas pelo órgão para apurar eventuais irregularidades e a ampliação da transparência sobre as emendas do relator.,2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Observatório Social do Brasil,,Parceria em projeto,Em ofício assinado para cobrar informações sobre as ações planejadas pelo órgão para apurar eventuais irregularidades e a ampliação da transparência sobre as emendas do relator.[2018] participaçao em audiencia publica relacionada ao FNDE,"2017, 2018, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Universidade de Brasília (UnB),1,Parceria em projeto,Em ofício assinado para cobrar informações sobre as ações planejadas pelo órgão para apurar eventuais irregularidades e a ampliação da transparência sobre as emendas do relator.,2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Instituto Brasileiro de Governança Corporativa (IBGC),,Parceria em projeto,produziu uma análise sobre o impacto da pandemia sobre os riscos de corrupção no Brasil.,2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Open Knowledge Brasil,,Parceria em projeto,"Campanha Caixa criada, criada para promover o pedido de informação por informações consolidadas e confiáveis sobre a vacinação contra a covid-19, Seminário Transparência a sete chaves","2019, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Rede de Pesquisa Solidária,,Parceria em projeto,"Campanha Caixa criada, criada para promover o pedido de informação por informações consolidadas e confiáveis sobre a vacinação contra a covid-19",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Laboratório Anticorrupção,,Parceria em projeto,"Campanha Caixa criada, criada para promover o pedido de informação por informações consolidadas e confiáveis sobre a vacinação contra a covid-19",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Agência Purpose,,Parceria em projeto,"Campanha Caixa criada, criada para promover o pedido de informação por informações consolidadas e confiáveis sobre a vacinação contra a covid-19; [2020] campanha nas redes sociais #FalaPazuello, para alertar a sociedade sobre os efeitos negativos práticos da opacidade.","2020, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Controladoria-Geral da União (CGU),1,Parceria em projeto,"Organização conjunta da Conferência Internacional de Comissários de Informação (ICIC, na sigla em  inglês); em 2018:  Conselho de Transparência Pública e Combate à Cor
rupção (CTPCC)","2017, 2018, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"Fórum de Direito de Acesso a Informações 
Públicas",,Membro,[2020] Produção de uma nota técnica com os principais problemas de transparência do Ministério da Saúde (da desatualização de dados à falta de  entrevistas coletivas) e apresentamos aos  órgãos de controle e à imprensa. ,"2020, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Transparência Brasil,1,Northwestern University,,Parceria em projeto,"Por meio do Transparência Algorítmica, projeto que teve início em julho, trouxemos à luz informações sobre o uso de algoritmos e inteligência artificial (IA) pelo poder público,  contribuindo para qualificar o debate sobre  seus impactos nos direitos civis. ",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Ministério Público do Distrito Federal ,1,Parceria em projeto,"a Transparência Brasil, em  parceria com o Transparência Partidária,  firmou um Acordo de Cooperação junto ao Ministério Público do Distrito Federal para  análise das prestações de contas do ano de  2019 das Fundações Partidárias sediadas no Distrito Federal. ",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Pacto pela Democracia,,Membro,"Dentre as atividades realizadas em 2020  e das quais participamos, destacam-se uma carta aberta enviada ao STF e ao Congresso em abril, expressando preocupações com a possibilidade de  suspensão do prazo de tramitação das  Medidas Provisórias (MPs) no período de calamidade pública","2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Transparência Brasil,1,Consulado Geral dos Estados Unidos,,Parceria em projeto,Apoio no seminário para discutir transparência fiscal no Brasil e no mundo e seu impacto na democracia. ,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Instituto de Relações Internacionais (IRI-USP),,Parceria em projeto,Apoio no seminário para discutir transparência fiscal no Brasil e no mundo e seu impacto na democracia. ,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,FAPESP,1,Parceria em projeto,Apoio no seminário para discutir transparência fiscal no Brasil e no mundo e seu impacto na democracia. ,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Fundação Getulio Vargas (FGV),,Parceria em projeto,Apoio no seminário para discutir transparência fiscal no Brasil e no mundo e seu impacto na democracia. ,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Artigo 19,,Parceria em projeto,Seminário Transparência a sete chaves,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Conectas Direitos Humanos,,Parceria em projeto,Seminário Transparência a sete chaves; [2018] Parceria indicad no relatório de atividades,"2018, 2019",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Instituto de Governo Aberto,,Parceria em projeto,Seminário Transparência a sete chaves,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"Rede Pela Transparência 
e Participação Social (RETPS)",,Parceria em projeto,Seminário Transparência a sete chaves,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,DataLabe,,Parceria em projeto,Parceria no Minas de dados,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Pretalab,,Parceria em projeto,Parceria no Minas de dados,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"Caindo no Brasil
",,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"Colaboratório em Desenvolvimento e Participação (Colab-USP)
",,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,CREA SP,,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,CREA PE,,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Olabi,,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"Ouvidoria Geral da União
",1,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"Ministério Público Federal
",1,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,"PonteaPonte
",,Parceria em projeto,Parceria indicada no relatório de atividades,2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Transparência Brasil,1,Tribunal de Contas da União (TCU),1,Parceria em projeto,Parceria indicada no relatório de atividades; [2017] Parte do grupo temátivo de combate à fraude e corrupção do Cecap.,"2017, 2018",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Volt Data Lab,1,Folha de São Paulo,,Parceria em projeto,"Parceria oficial no site; Bolsa de reportagem sobre a ALESP
",2018,Empresa privada,Parceria em projeto
Volt Data Lab,1,BBC Brasil,,Parceria em projeto,Parceria oficial no site; Projeto Levantamento sobre metralhadoras artesanais,2019,Empresa privada,Parceria em projeto
Volt Data Lab,1,Intercept Brasil,,Parceria em projeto,Parceria oficial no site; Projeto @jairbolsonaro,2019,Empresa privada,Parceria em projeto
Volt Data Lab,1,Poder360,,Parceria em projeto,Parceria oficial no site; Projeto Políticos do Brasil - 2018 e Agregador de pesquisas eleitorais,2018,Empresa privada,Parceria em projeto
Volt Data Lab,1,Google News Initiative,,Financiamento,"Projeto Mini-CMS Xarta e Agregador de pesquisas eleitorais
","2018, 2024",Empresa privada,Financiamento
Volt Data Lab,1,Instituto para o Desenvolvimento do Jornalismo (Projor),,Parceria em projeto,"Atlas da Notícia",2024,Empresa privada,Parceria em projeto
Volt Data Lab,1,Movimento Transparência Partidária ,,Parceria em projeto,Projeto Banco de dados do Transparência Partidária,"2018, 2019, 2020, 2021, 2022, 2023",Empresa privada,Parceria em projeto
Volt Data Lab,1,Data Privacy Brasil,,Parceria em projeto,"Plataforma Dados Virais",2021,Empresa privada,Parceria em projeto
Volt Data Lab,1,Repórteres Sem Fronteiras (RSF),,Parceria em projeto,Projeto Visualizando ataques contra jornalistas no Brasil,2021,Empresa privada,Parceria em projeto
Volt Data Lab,1,International Center for Journalists (ICFJ),,Financiamento,Projeto Science Pulse,2020,Empresa privada,Financiamento
Volt Data Lab,1,Agência Bori,,Parceria em projeto,Projeto Science Pulse,2020,Empresa privada,Parceria em projeto
Volt Data Lab,1,Gênero e Número,,Parceria em projeto,gráfico interativo de Gênero e raça na ciência,2018,Empresa privada,Parceria em projeto
Rede de Pesquisa em Governança da Internet,1,Fundação Ford,,Financiamento,Financiamento para site da rede,Não especificado,Rede/conexão,Financiamento
Rede de Pesquisa em Governança da Internet,1,Fundação MacArthur ,,Financiamento,Financiamento para site da rede,Não especificado,Rede/conexão,Financiamento
Rede de Pesquisa em Governança da Internet,1,Fundação Surdna ,,Financiamento,Financiamento para site da rede,Não especificado,Rede/conexão,Financiamento
Rede de Pesquisa em Governança da Internet,1,Democracy Fund,,Financiamento,Financiamento para site da rede,Não especificado,Rede/conexão,Financiamento
Rede de Pesquisa em Governança da Internet,1,Universidade Federal do Paraná,1,Parceria em projeto,Seminário: Soberania digital e Tecnodiversidade,2024,Rede/conexão,Parceria em projeto
Rede de Pesquisa em Governança da Internet,1,Lavits,,Parceria em projeto,Seminário: Soberania digital e Tecnodiversidade,2024,Rede/conexão,Parceria em projeto
PerifaConnection,1,Instituto Marielle Franco,,Parceria em projeto,Acompanhamento no caso Marielle e Anderson,2024,Rede/conexão,Parceria em projeto
PerifaConnection,1,Observatório de favelas,,Parceria em projeto,Acompanhamento no caso Marielle e Anderson,2024,Rede/conexão,Parceria em projeto
PerifaConnection,1,Casa Fluminense,,Parceria em projeto,Acompanhamento no caso Marielle e Anderson,2024,Rede/conexão,Parceria em projeto
PerifaConnection,1,Instituto de Defesa da População Negra (IDPN),,Parceria em projeto,Acompanhamento no caso Marielle e Anderson,2024,Rede/conexão,Parceria em projeto
PerifaConnection,1,Politize,,Parceria em projeto,"Projeto sobre a descentralização de informações políticas ",2024,Rede/conexão,Parceria em projeto
Tierra Común,1,Artigo 19,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,IM-Defensoras,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Rosa Luxemburg Stiftung,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Grupo de Informação em Reprodução Escolhida (GIRE),,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Desinformémonos,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Projeto PODER,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Rede de Jornalistas de Pé,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Mecanismo para a Verdade e o Esclarecimento Histórico,,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Tierra Común,1,Escritório no México do Alto Comissariado das Nações Unidas para os Direitos Humanos (ONU-DH),,Parceria em projeto,Parcerias no site,Não especificado,Rede/conexão,Parceria em projeto
Territórios sociais,1,ONU-Habitat,,Parceria em projeto,Não há uma especificação se a ONU financia,"2019,2020,2021,2022,2023,2024,2025",Programa/Projeto,Parceria em projeto
Territórios sociais,1,Instituto Pereira Passos (IPP),1,Parceria em projeto,De onde vem o Territórios sociais,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025",Programa/Projeto,Parceria em projeto
Territórios sociais,1,Prefeitura do Rio de Janeiro,1,Financiamento,De onde vem o Territórios sociais,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025",Programa/Projeto,Financiamento
Territórios sociais,1,Centro de Integração Empresa Escola (CIEE),,Parceria em projeto,Oferecer possibilidades de desenvolvimento pessoal e profissional aos jovens que residem nas áreas atendidas pelo Programa Territórios Sociais,Não especificado,Programa/Projeto,Parceria em projeto
Territórios sociais,1,Secretaria Especial de Ação Comunitária (SEAC-Rio),1,Parceria em projeto,"Parceria com o Casa Carioca é um projeto dentro do Programa Favela com Dignidade,","2022, 2023",Programa/Projeto,Parceria em projeto
DataGénero,1,Juzgado Penal Contravencional y Faltas da Ciudad de Buenos Aires,,Parceria em projeto,Onde está sendo implementado o projeto AymurAI,2025,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Juzgado Federal de Primera Instancia de Oberá,,Parceria em projeto,Onde está sendo implementado o projeto AymurAI,2025,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Feminist AI Research Network (FAIR),,Financiamento,Financiamento do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
DataGénero,1,International Development Research Center (IDRC Canada),,Financiamento,Financiamento do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
DataGénero,1,Swedish International Development Cooperation Agency (Sida),,Financiamento,Financiamento do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
DataGénero,1,Fundação Patrick J McGovern,,Financiamento,Financiamento do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
DataGénero,1,Women at the table,,Financiamento,Financiamento do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
DataGénero,1,Tecnológico de Costa Rica (TEC),,Financiamento,Financiamento do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
DataGénero,1,Faculdad de Ciencias Sociales,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Universidad Nacional de Mar del Plata,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Mujeres en Bioinformática & Data Science LA,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Tierra Violeta,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Digital fems,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Mumala,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Mujeres en Tecnología (MET),,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Red Argentina de Género Ciencia y Tecnologia (ragcyt),,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Gender Data Lab,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Humai,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Datos contra el feminicidio,,Parceria em projeto,Apoio do projeto AymurAI,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Fundação Frederich Ebert Argentina,,Parceria em projeto,Elecciones 2023: proyecto de monitoreo de la participación política de mujeres y personas travestis y trans en el proceso electoral argentino del año 2023.,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Ojo Paritario,,Parceria em projeto,Elecciones 2023: proyecto de monitoreo de la participación política de mujeres y personas travestis y trans en el proceso electoral argentino del año 2023.,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Letra P,,Parceria em projeto,Elecciones 2023: proyecto de monitoreo de la participación política de mujeres y personas travestis y trans en el proceso electoral argentino del año 2023.,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Meedan,,Parceria em projeto,Elecciones 2023: proyecto de monitoreo de la participación política de mujeres y personas travestis y trans en el proceso electoral argentino del año 2023.,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Observatorio de datos con perspectiva de género,,Parceria em projeto,Elecciones 2023: proyecto de monitoreo de la participación política de mujeres y personas travestis y trans en el proceso electoral argentino del año 2023.,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataGénero,1,Gender + Environment Data Alliance (GEDA),,Membro,DataGénero é mesmo da rede.,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
DataGénero,1,Data.org,,Parceria em projeto,Organização de Webinario para explorar as oportunidades e desafios da experiência de trabalhar com dados e gênero.,2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Agência redes para juventude,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Aliança pela água,,Membro,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Casa Fluminense,1,Jardim Catarina ação amajac,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Atletas pelo Brasil,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense;  [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Baia viva,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Biblioteca comunitária solano trindade cangulo,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Bike anjo,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Capa comics,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Centro de artes casa da rua do amor,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Centro Comunitário Irmãos Kennedy,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Centro de Estudos de Segurança e Cidadania (CESeC),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Cia do invisível,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Cidade dos sonhos,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense;  [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Cineclube buraco do Getúlio,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Circo (crescer e viver),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,ComARC,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Comunidades catalisadoras (ComCat),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Comissão do trem de Saracuruna(Comtrem),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Comunitas,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Ecomuseu de Sepetióa,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Defensores do planeta,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Enraizados,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Fase,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Festa literária da zona oeste (FLIZO),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,FORAS,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Festa literária das periferias (FLUP),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Fórum brasileiro de segurança pública,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,FAPP - BG,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Fórum grita baixada,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; Organizaçao da Audiência Pública Homicídios na Baixada.,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
